eventid,extended,enc_country,enc_region,enc_province,latitude,longitude,specificity,vicinity,doubtterr,multiple,success,suicide,enc_attacktype,enc_target,enc_nationality,enc_group,guncertain1,individual,enc_weapon_type,enc_weapon_subtype,killed,wounded,property,hostages/kidnapping,ransom,cross_border,ideological_international,INT_MISC,attack_date,unique_id,enc_city,enc_target_type,enc_target_subtype,enc_target_entity
198705050002,0,159,3,490,-11.967368,-76.978462,1.0,0,0.0,0.0,1,0,2,2,106,Shining Path (SL),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1987-05-05,11011,3767,6,25,6271
198705050007,0,145,2,922,,,5.0,0,0.0,0.0,1,0,0,2,95,Nicaraguan Democratic Force (FDN),0.0,0,4,2.0,,,1,0.0,0.0,0,0,0,1987-05-05,11012,1288,6,25,4694
198705050008,0,61,2,796,13.666667,-88.783333,1.0,0,0.0,0.0,1,0,0,3,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,4,2.0,2.0,0.0,1,0.0,0.0,0,0,0,1987-05-05,11013,313,12,70,2821
198705050009,0,61,2,922,,,5.0,0,1.0,0.0,1,0,0,4,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,4,2.0,0.0,0.0,1,0.0,0.0,0,0,0,1987-05-05,11014,3673,9,44,1304
198705050010,0,61,2,796,13.645009,-88.653177,2.0,0,1.0,0.0,1,0,0,4,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,4,2.0,,,1,0.0,0.0,0,0,0,1987-05-05,11015,1292,9,50,7354
198705050011,0,61,2,796,13.64121,-88.785423,1.0,0,1.0,1.0,1,0,0,4,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,4,2.0,2.0,0.0,1,0.0,0.0,0,0,0,1987-05-05,11016,5961,9,44,7337
198705050012,0,61,2,796,13.64121,-88.785423,1.0,0,1.0,1.0,1,0,0,4,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,4,2.0,2.0,0.0,1,0.0,0.0,0,0,0,1987-05-05,11017,5961,9,44,7337
198705050013,0,61,2,166,13.95,-88.633333,1.0,0,0.0,0.0,1,0,0,14,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,4,2.0,1.0,0.0,1,0.0,0.0,0,0,0,1987-05-05,11018,6966,13,107,11834
198705050014,0,603,8,661,54.607712,-5.95621,1.0,0,0.0,0.0,1,0,2,3,99,Irish Republican Army (IRA),0.0,0,2,11.0,0.0,0.0,1,0.0,0.0,0,0,1,1987-05-05,11019,701,12,70,10163
198705050015,0,45,3,342,2.56426,-72.637985,1.0,0,0.0,0.0,1,0,1,2,24,Death Squad,1.0,0,4,3.0,1.0,0.0,0,0.0,0.0,-9,-9,0,1987-05-05,11020,5843,6,75,13915
198705070001,0,159,3,490,-11.967368,-76.978462,1.0,0,0.0,0.0,1,0,2,2,106,Tupac Amaru Revolutionary Movement (MRTA),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1987-05-07,11023,3767,6,25,3929
198705080002,0,603,8,661,54.411142,-6.600146,1.0,0,0.0,0.0,1,0,2,3,99,Irish Republican Army (IRA),0.0,0,2,16.0,9.0,0.0,1,0.0,0.0,0,0,1,1987-05-08,11026,3903,12,70,8915
198705090002,0,45,3,233,7.89014,-75.66967,1.0,0,1.0,0.0,1,0,0,4,24,Popular Liberation Army (EPL),0.0,0,4,2.0,6.0,6.0,1,0.0,0.0,0,0,0,1987-05-09,11027,5321,9,50,7354
198705100001,0,159,3,490,-11.967368,-76.978462,1.0,0,0.0,0.0,1,0,2,21,46,Shining Path (SL),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,1,1,1987-05-10,11028,3767,20,17,3797
198705100003,0,45,3,233,7.89014,-75.66967,1.0,0,1.0,0.0,1,0,0,4,24,Popular Liberation Army (EPL),0.0,0,4,2.0,,,1,0.0,0.0,0,0,0,1987-05-10,11029,5321,9,50,7354
198705100004,0,45,3,935,4.72288,-76.11931,1.0,0,0.0,0.0,1,0,0,14,24,National Liberation Army of Colombia (ELN),0.0,0,4,2.0,1.0,0.0,1,1.0,0.0,0,0,0,1987-05-10,11030,359,13,107,11497
198705100005,0,45,3,43,6.153669,-75.37416,1.0,0,0.0,0.0,1,0,2,1,146,National Liberation Army of Colombia (ELN),0.0,0,2,16.0,0.0,0.0,1,1.0,0.0,0,1,1,1987-05-10,11031,5574,2,53,2952
198705100006,0,45,3,43,6.242026,-75.564766,1.0,0,0.0,0.0,1,0,2,1,146,National Liberation Army of Colombia (ELN),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,1,1,1987-05-10,11032,4264,2,53,2946
198705110002,0,45,3,134,4.667128,-74.106056,1.0,0,0.0,0.0,0,0,2,21,24,National Liberation Army of Colombia (ELN),0.0,0,2,16.0,0.0,0.0,0,0.0,0.0,0,0,0,1987-05-11,11034,848,20,60,2299
198705120001,0,43,3,802,-33.366238,-70.505302,1.0,0,0.0,0.0,1,0,2,3,22,Manuel Rodriguez Patriotic Front (FPMR),1.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1987-05-12,11035,6033,12,70,9133
198705120005,0,145,2,843,12.163411,-84.216936,1.0,0,0.0,0.0,1,0,2,1,95,Nicaraguan Democratic Force (FDN),0.0,0,2,11.0,,,1,0.0,0.0,0,0,0,1987-05-12,11038,2101,2,31,10966
198705120006,0,45,3,53,7.08582,-70.75779,1.0,0,0.0,0.0,1,0,2,2,24,National Liberation Army of Colombia (ELN),0.0,0,2,16.0,,,1,0.0,0.0,0,0,0,1987-05-12,11039,334,6,25,10062
198705120007,0,45,3,134,4.667128,-74.106056,1.0,0,1.0,0.0,1,0,0,4,24,National Liberation Army of Colombia (ELN),0.0,0,4,2.0,4.0,0.0,1,0.0,0.0,0,0,0,1987-05-12,11040,848,9,50,7354
198705130009,0,145,2,487,12.726881,-86.381799,1.0,0,1.0,0.0,1,0,0,4,95,Nicaraguan Democratic Force (FDN),0.0,0,4,2.0,,,1,0.0,0.0,0,0,0,1987-05-13,11041,2032,9,50,7354
198705140002,0,145,2,296,13.131923,-86.345742,3.0,0,0.0,1.0,1,0,2,21,95,Nicaraguan Democratic Force (FDN),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1987-05-14,11042,2243,20,17,13797
198705140003,0,145,2,296,13.131923,-86.345742,3.0,0,0.0,1.0,1,0,2,21,95,Nicaraguan Democratic Force (FDN),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1987-05-14,11043,2243,20,17,13797
198705140009,0,145,2,296,13.131923,-86.345742,3.0,0,0.0,0.0,1,0,0,2,95,Nicaraguan Democratic Force (FDN),0.0,0,4,2.0,1.0,1.0,1,0.0,0.0,0,0,0,1987-05-14,11044,2243,6,25,12460
198705140010,0,145,2,922,,,5.0,0,1.0,0.0,1,0,0,4,95,Nicaraguan Democratic Force (FDN),0.0,0,4,2.0,,,1,0.0,0.0,0,0,0,1987-05-14,11045,3886,9,50,7354
198705140011,0,159,3,465,-8.082048,-79.02385,1.0,0,0.0,0.0,1,0,1,2,106,Shining Path (SL),0.0,0,4,3.0,1.0,2.0,0,0.0,0.0,0,0,0,1987-05-14,11046,6730,6,75,6626
198705150001,0,185,8,105,43.090476,-2.31322,1.0,0,0.0,0.0,1,0,2,1,42,Basque Fatherland and Freedom (ETA),0.0,0,2,16.0,0.0,1.0,1,0.0,0.0,0,1,1,1987-05-15,11047,7231,2,53,11190
198705150003,0,145,2,220,12.30556,-85.55227,1.0,0,1.0,0.0,1,0,0,4,95,Nicaraguan Democratic Force (FDN),0.0,0,4,2.0,,,1,0.0,0.0,0,0,0,1987-05-15,11049,2023,9,50,7354
198705160001,0,159,3,922,,,5.0,0,1.0,0.0,1,0,0,4,106,Shining Path (SL),0.0,0,4,2.0,1.0,0.0,1,0.0,0.0,0,0,0,1987-05-16,11050,5399,9,50,7354
198705160002,0,145,2,922,,,5.0,0,1.0,0.0,1,0,0,4,95,Nicaraguan Democratic Force (FDN),0.0,0,4,2.0,,,1,0.0,0.0,0,0,0,1987-05-16,11051,1146,9,50,7354
198705160003,0,61,2,795,13.69288,-89.199161,1.0,0,0.0,0.0,1,0,1,2,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,4,2.0,0.0,0.0,1,0.0,0.0,0,0,0,1987-05-16,11052,5955,6,26,13841
198705160006,0,183,11,462,-27.74358,29.935437,1.0,0,0.0,0.0,1,0,2,3,124,African National Congress (South Africa),0.0,0,2,16.0,0.0,1.0,1,0.0,0.0,0,0,0,1987-05-16,11053,4662,12,73,10225
198705170001,0,185,8,523,40.465595,-3.696263,1.0,0,1.0,0.0,1,0,2,4,127,Basque Fatherland and Freedom (ETA),0.0,0,2,15.0,,2.0,1,0.0,0.0,0,1,0,1987-05-17,11054,3994,9,44,5000
198705170002,0,185,8,523,40.465595,-3.696263,1.0,0,0.0,0.0,1,0,2,3,127,Basque Fatherland and Freedom (ETA),0.0,0,2,15.0,1.0,8.0,1,0.0,0.0,0,1,0,1987-05-17,11055,3994,12,73,4617
198705170003,0,185,8,523,40.465595,-3.696263,1.0,0,1.0,0.0,1,0,2,4,127,Basque Fatherland and Freedom (ETA),0.0,0,2,15.0,,1.0,1,0.0,0.0,0,1,0,1987-05-17,11056,3994,9,44,4908
198705170006,0,159,3,49,-14.401667,-73.556111,2.0,0,1.0,0.0,1,0,0,4,106,Shining Path (SL),0.0,0,4,2.0,1.0,1.0,1,0.0,0.0,0,0,0,1987-05-17,11057,295,9,50,7354
198705170007,0,145,2,220,12.099741,-85.367212,3.0,1,0.0,0.0,1,0,0,1,95,Nicaraguan Democratic Force (FDN),0.0,0,4,2.0,3.0,0.0,1,0.0,0.0,0,0,0,1987-05-17,11058,3047,2,20,6261
198705170008,0,145,2,296,13.128045,-86.327611,1.0,0,1.0,0.0,1,0,0,4,95,Nicaraguan Democratic Force (FDN),0.0,0,4,2.0,,,1,0.0,0.0,0,0,0,1987-05-17,11059,3445,9,50,7354
198705170012,0,61,2,795,13.69288,-89.199161,1.0,0,1.0,0.0,1,0,1,4,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,4,3.0,1.0,0.0,0,0.0,0.0,0,0,0,1987-05-17,11061,7307,9,47,13911
198705180001,0,159,3,80,-13.152712,-74.218628,1.0,0,0.0,0.0,0,0,2,2,106,Shining Path (SL),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1987-05-18,11062,444,6,36,11081
198705180004,0,159,3,247,-14.200556,-71.436667,1.0,0,0.0,0.0,1,0,1,14,106,Shining Path (SL),0.0,0,4,2.0,4.0,0.0,0,0.0,0.0,0,0,0,1987-05-18,11064,7234,13,105,15371
198705190001,0,159,3,490,-11.967368,-76.978462,1.0,0,0.0,0.0,1,0,3,1,106,Shining Path (SL),0.0,0,5,,1.0,0.0,1,0.0,0.0,0,0,0,1987-05-19,11065,3767,2,24,4523
198705190002,0,159,3,490,-11.967368,-76.978462,1.0,0,0.0,1.0,1,0,2,16,106,Shining Path (SL),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1987-05-19,11066,3767,15,97,11292
198705190003,0,159,3,490,-11.967368,-76.978462,1.0,0,0.0,1.0,1,0,2,16,106,Shining Path (SL),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1987-05-19,11067,3767,15,97,11292
198705190004,0,159,3,490,-11.967368,-76.978462,1.0,0,0.0,1.0,1,0,2,16,106,Shining Path (SL),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1987-05-19,11068,3767,15,97,11292
198705190005,0,159,3,490,-11.967368,-76.978462,1.0,0,0.0,1.0,1,0,2,19,106,Tupac Amaru Revolutionary Movement (MRTA),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1987-05-19,11069,3767,18,8,2096
198705190006,0,159,3,490,-11.967368,-76.978462,1.0,0,0.0,1.0,1,0,2,19,106,Tupac Amaru Revolutionary Movement (MRTA),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1987-05-19,11070,3767,18,8,2096
198705190007,0,159,3,490,-11.967368,-76.978462,1.0,0,0.0,1.0,1,0,2,19,106,Tupac Amaru Revolutionary Movement (MRTA),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1987-05-19,11071,3767,18,8,2096
198705190008,0,159,3,490,-11.967368,-76.978462,1.0,0,0.0,1.0,1,0,2,19,106,Tupac Amaru Revolutionary Movement (MRTA),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1987-05-19,11072,3767,18,8,2096
198705200001,0,159,3,490,-11.967368,-76.978462,1.0,0,0.0,0.0,1,0,2,1,106,Shining Path (SL),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1987-05-20,11074,3767,2,6,11116
198705200002,0,159,3,490,-11.967368,-76.978462,1.0,0,0.0,0.0,1,0,2,2,106,Shining Path (SL),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1987-05-20,11075,3767,6,25,9402
198705200003,0,159,3,36,-9.0634,-78.583605,1.0,0,0.0,0.0,0,0,2,11,106,Shining Path (SL),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1987-05-20,11076,1411,8,76,9109
198705200004,0,159,3,36,-9.05621,-78.578613,1.0,0,0.0,0.0,1,0,2,1,106,Shining Path (SL),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1987-05-20,11077,1411,2,29,5324
198705200005,0,159,3,36,-9.06493,-78.579683,1.0,0,0.0,0.0,1,0,2,2,106,Shining Path (SL),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1987-05-20,11078,1411,6,25,10890
198705200006,0,159,3,490,-11.967368,-76.978462,1.0,0,0.0,0.0,1,0,2,1,106,Shining Path (SL),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1987-05-20,11079,3767,2,6,1563
198705200007,0,159,3,490,-11.967368,-76.978462,1.0,0,0.0,0.0,1,0,2,1,106,Shining Path (SL),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1987-05-20,11080,3767,2,6,1558
198705200009,0,183,11,318,-26.184113,28.033232,1.0,0,0.0,0.0,1,0,2,2,124,African National Congress (South Africa),0.0,0,2,15.0,4.0,0.0,1,0.0,0.0,0,0,0,1987-05-20,11081,3028,6,36,6667
198705200010,0,159,3,708,-10.737187,-75.271626,1.0,0,1.0,0.0,1,0,0,4,106,Shining Path (SL),0.0,0,4,2.0,3.0,0.0,1,0.0,0.0,0,0,0,1987-05-20,11082,6963,9,50,7354
198705200011,0,61,2,466,13.612599,-89.007177,1.0,0,0.0,0.0,1,0,0,14,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,4,2.0,3.0,0.0,1,0.0,0.0,0,0,0,1987-05-20,11083,5854,13,107,15115
198705200012,0,61,2,468,13.383333,-88.75,1.0,0,1.0,0.0,1,0,0,4,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,4,2.0,2.0,4.0,1,0.0,0.0,0,0,0,1987-05-20,11084,5775,9,49,7371
198705200013,0,61,2,598,,,5.0,0,0.0,0.0,1,0,5,14,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,4,2.0,0.0,0.0,1,1.0,0.0,0,0,0,1987-05-20,11085,6824,13,107,15081
198705200018,0,183,11,318,-26.184113,28.033232,1.0,0,0.0,0.0,1,0,2,2,124,African National Congress (South Africa),0.0,0,2,15.0,3.0,10.0,1,0.0,0.0,0,0,0,1987-05-20,11086,3028,6,36,6669
198705210001,0,145,2,213,12.55082,-87.17511,1.0,0,0.0,0.0,1,0,2,21,95,Nicaraguan Democratic Force (FDN),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1987-05-21,11087,5811,20,17,3846
198705210003,0,183,11,318,-26.184113,28.033232,1.0,0,0.0,0.0,1,0,2,2,124,African National Congress (South Africa),0.0,0,2,16.0,3.0,15.0,1,0.0,0.0,0,0,0,1987-05-21,11088,3028,6,36,3265
198705210004,0,159,3,708,-10.737187,-75.271626,1.0,0,1.0,0.0,1,0,0,4,106,Shining Path (SL),0.0,0,4,2.0,2.0,0.0,1,0.0,0.0,0,0,0,1987-05-21,11089,6963,9,50,7354
198705210005,0,159,3,80,-13.380278,-73.435278,1.0,0,1.0,0.0,1,0,0,4,106,Shining Path (SL),0.0,0,4,2.0,1.0,0.0,1,0.0,0.0,0,0,0,1987-05-21,11090,4834,9,50,7354
198705210007,0,603,8,661,54.907431,-6.667528,1.0,0,0.0,0.0,0,0,1,3,99,Irish Republican Army (IRA),0.0,0,4,2.0,0.0,0.0,0,0.0,0.0,0,0,1,1987-05-21,11091,6419,12,73,14343
198705210008,0,603,8,661,54.615991,-7.489814,1.0,0,0.0,0.0,1,0,1,14,99,Ulster Freedom Fighters (UFF),0.0,0,4,3.0,1.0,0.0,0,0.0,0.0,0,0,1,1987-05-21,11092,1864,13,38,3465
198705210009,0,603,8,661,54.289445,-5.834789,1.0,0,0.0,0.0,1,0,1,3,99,Irish Republican Army (IRA),0.0,0,4,3.0,1.0,0.0,0,0.0,0.0,0,0,1,1987-05-21,11093,1518,12,73,2596
198705210012,0,185,8,105,43.325239,-3.011475,1.0,0,0.0,0.0,1,0,6,1,127,Basque Fatherland and Freedom (ETA),0.0,0,4,3.0,0.0,0.0,0,1.0,1.0,0,1,0,1987-05-21,11094,3659,2,-1,1178
198705210013,0,96,8,590,54.183,-7.23371,1.0,0,0.0,0.0,1,0,1,4,99,Irish Republican Army (IRA),0.0,0,4,5.0,1.0,,0,0.0,0.0,1,0,1,1987-05-21,11095,1517,9,47,5802
198705220001,0,145,2,843,,,5.0,0,0.0,0.0,0,0,2,21,95,Nicaraguan Democratic Force (FDN),0.0,0,2,16.0,4.0,0.0,1,0.0,0.0,0,0,0,1987-05-22,11096,5266,20,17,5088
198705220007,0,159,3,80,-13.152712,-74.218628,1.0,0,0.0,0.0,1,0,2,3,106,Shining Path (SL),0.0,0,2,16.0,0.0,11.0,1,0.0,0.0,0,0,0,1987-05-22,11097,444,12,70,8855
198705220008,0,159,3,36,-8.951724,-77.814789,1.0,0,0.0,0.0,1,0,0,3,106,Shining Path (SL),0.0,0,4,2.0,0.0,0.0,1,0.0,0.0,0,0,0,1987-05-22,11098,2775,12,70,2849
198705220009,0,159,3,490,-12.2034,-75.7993,3.0,0,0.0,0.0,1,0,0,1,106,Shining Path (SL),0.0,0,4,2.0,0.0,0.0,1,1.0,0.0,0,0,0,1987-05-22,11099,2751,2,20,11992
198705230003,0,159,3,922,,,5.0,0,1.0,0.0,1,0,0,4,106,Shining Path (SL),0.0,0,4,2.0,10.0,0.0,1,0.0,0.0,0,0,0,1987-05-23,11100,5702,9,50,7354
198705240004,0,61,2,794,13.808486,-88.409066,1.0,0,1.0,0.0,1,0,0,4,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,4,2.0,6.0,0.0,1,0.0,0.0,0,0,0,1987-05-24,11101,5806,9,50,7354
198705240005,0,61,2,206,14.09396,-88.889278,1.0,0,1.0,0.0,1,0,0,4,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,4,2.0,3.0,0.0,1,0.0,0.0,0,0,0,1987-05-24,11102,3707,9,47,7287
198705240006,0,45,3,922,,,5.0,0,1.0,0.0,1,0,0,4,24,Simon Bolivar Guerrilla Coordinating Board (CGSB),0.0,0,4,2.0,6.0,0.0,1,0.0,0.0,0,0,0,1987-05-24,11103,1130,9,50,7354
198705240008,0,45,3,43,5.615262,-75.624692,1.0,0,1.0,0.0,1,0,0,4,24,Revolutionary Armed Forces of Colombia (FARC),0.0,0,4,2.0,2.0,0.0,1,0.0,0.0,0,0,0,1987-05-24,11105,6887,9,50,7354
198705250001,0,159,3,80,-13.163874,-74.223564,2.0,1,0.0,1.0,1,0,2,21,106,Shining Path (SL),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1987-05-25,11106,444,20,17,5088
198705250002,0,159,3,80,-13.163874,-74.223564,2.0,1,0.0,1.0,1,0,2,21,106,Shining Path (SL),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1987-05-25,11107,444,20,17,5088
198705250003,0,159,3,49,-14.295196,-73.2423,3.0,0,0.0,1.0,1,0,2,19,106,Shining Path (SL),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1987-05-25,11108,1326,18,7,1957
198705250004,0,159,3,49,-14.295196,-73.2423,3.0,0,0.0,1.0,1,0,2,19,106,Shining Path (SL),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1987-05-25,11109,1326,18,7,1957
198705250005,0,159,3,49,-14.295196,-73.2423,3.0,0,0.0,1.0,1,0,2,19,106,Shining Path (SL),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1987-05-25,11110,1326,18,7,1957
198705250006,0,159,3,49,-14.295196,-73.2423,3.0,0,0.0,1.0,1,0,2,19,106,Shining Path (SL),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1987-05-25,11111,1326,18,7,1957
198705250013,0,45,3,193,2.243589,-77.010385,4.0,0,1.0,0.0,1,0,0,4,24,Simon Bolivar Guerrilla Coordinating Board (CGSB),0.0,0,4,2.0,8.0,0.0,1,0.0,0.0,0,0,0,1987-05-25,11118,6824,9,50,7354
198705250015,0,159,3,922,,,5.0,0,1.0,0.0,1,0,0,4,106,Shining Path (SL),0.0,0,4,2.0,10.0,0.0,1,0.0,0.0,0,0,0,1987-05-25,11119,294,9,50,7354
198705250016,0,45,3,801,6.21906,-73.81111,1.0,0,0.0,0.0,1,0,1,14,24,National Liberation Army of Colombia (ELN),1.0,0,4,2.0,2.0,0.0,0,0.0,0.0,0,0,0,1987-05-25,11120,3645,13,105,14283
198705260001,0,145,2,405,13.2457,-85.96667,1.0,0,0.0,0.0,1,0,0,1,95,Nicaraguan Democratic Force (FDN),0.0,0,4,2.0,10.0,8.0,1,0.0,0.0,0,0,0,1987-05-26,11123,4093,2,20,898
198705260002,0,159,3,490,-10.392209,-76.872105,2.0,0,1.0,0.0,1,0,0,4,106,Shining Path (SL),0.0,0,4,2.0,3.0,0.0,1,0.0,0.0,0,0,0,1987-05-26,11124,2793,9,50,7354
198705260003,0,45,3,134,4.667128,-74.106056,1.0,0,0.0,0.0,1,0,1,3,24,National Liberation Army of Colombia (ELN),0.0,0,4,2.0,1.0,0.0,0,0.0,0.0,0,0,0,1987-05-26,11125,7247,12,73,13966
198705270001,0,185,8,67,43.250745,-5.776573,1.0,0,0.0,0.0,1,0,2,2,127,Basque Fatherland and Freedom (ETA),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,1,0,1987-05-27,11126,4323,6,25,7695
198705270005,0,159,3,49,-13.498365,-72.953176,2.0,0,1.0,0.0,1,0,0,4,106,Shining Path (SL),0.0,0,4,2.0,0.0,0.0,1,0.0,0.0,0,0,0,1987-05-27,11128,298,9,50,7354
198705280003,0,603,8,661,54.506534,-6.837112,1.0,0,1.0,0.0,1,0,1,4,99,Irish Republican Army (IRA),0.0,0,4,3.0,1.0,0.0,0,0.0,0.0,0,0,1,1987-05-28,11129,1206,9,47,10751
198705290001,0,603,8,661,54.819164,-7.467909,1.0,0,0.0,0.0,1,0,0,8,99,Irish Republican Army (IRA),0.0,0,4,2.0,0.0,1.0,1,0.0,0.0,0,0,1,1987-05-29,11130,6372,3,64,10418
198705290002,0,159,3,920,-9.825118,-73.087749,4.0,0,0.0,0.0,1,0,0,14,106,Shining Path (SL),0.0,0,4,2.0,2.0,0.0,1,0.0,0.0,0,0,0,1987-05-29,11131,6824,13,107,11823
198705290003,0,160,5,12,8.421877,125.839596,4.0,0,1.0,0.0,1,0,2,4,107,New People's Army (NPA),0.0,0,2,16.0,3.0,0.0,1,0.0,0.0,0,0,0,1987-05-29,11132,6824,9,50,14064
198705300002,0,159,3,920,-9.036944,-75.5075,1.0,0,0.0,0.0,1,0,0,14,106,Shining Path (SL),0.0,0,4,2.0,2.0,12.0,1,0.0,0.0,0,0,0,1987-05-30,11133,87,13,107,11481
198705300003,0,159,3,920,-9.036944,-75.5075,1.0,0,0.0,0.0,1,0,0,19,106,Shining Path (SL),0.0,0,4,2.0,2.0,0.0,1,0.0,0.0,0,0,0,1987-05-30,11134,87,18,8,2096
198705310001,0,160,5,746,13.962909,121.526711,1.0,0,0.0,0.0,1,0,0,2,107,New People's Army (NPA),0.0,0,4,2.0,0.0,3.0,1,0.0,0.0,0,0,0,1987-05-31,11135,6079,6,16,14388
198706010001,0,61,2,795,13.69288,-89.199161,1.0,0,0.0,1.0,1,0,2,21,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1987-06-01,11137,5955,20,17,13797
198706010002,0,61,2,795,13.69288,-89.199161,1.0,0,0.0,1.0,1,0,2,21,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1987-06-01,11138,5955,20,17,13797
198706010003,0,45,3,243,4.582298,-74.219465,1.0,0,0.0,0.0,1,0,6,3,24,National Liberation Army of Colombia (ELN),0.0,0,4,2.0,1.0,0.0,1,1.0,0.0,0,0,0,1987-06-01,11139,6285,12,73,8931
198706010005,0,145,2,559,12.879978,-85.412025,3.0,1,0.0,0.0,1,0,0,2,95,Nicaraguan Democratic Force (FDN),0.0,0,4,2.0,0.0,0.0,1,0.0,0.0,0,0,0,1987-06-01,11140,3528,6,25,4786
198706010006,0,159,3,793,-8.459251,-76.461991,1.0,0,0.0,0.0,1,0,2,3,106,Shining Path (SL),0.0,0,2,16.0,6.0,6.0,1,0.0,0.0,0,0,0,1987-06-01,11141,6787,12,73,8931
198706010007,0,186,6,199,7.29384,80.640669,1.0,0,0.0,0.0,1,0,0,15,128,Liberation Tigers of Tamil Eelam (LTTE),0.0,0,4,2.0,30.0,0.0,1,0.0,0.0,0,0,0,1987-06-01,11142,3126,14,88,2096
198706010008,0,96,8,485,54.17048,-8.14269,1.0,0,0.0,0.0,1,0,1,3,99,Irish Republican Army (IRA),0.0,0,4,3.0,1.0,0.0,0,0.0,0.0,1,0,1,1987-06-01,11143,1862,12,73,10303
198706010010,0,160,5,573,14.596051,120.978666,1.0,0,0.0,0.0,1,0,1,8,107,New People's Army (NPA),0.0,0,4,3.0,1.0,0.0,0,0.0,0.0,0,0,0,1987-06-01,11145,4112,3,64,8319
198706010013,0,45,3,53,6.547306,-71.002231,4.0,0,0.0,0.0,1,0,2,21,24,National Liberation Army of Colombia (ELN),1.0,0,2,16.0,0.0,0.0,1,0.0,0.0,0,0,0,1987-06-01,11146,6824,20,60,14296
198706020002,0,92,6,733,31.326015,75.576183,1.0,0,0.0,0.0,1,0,2,1,57,Sikh Extremists,0.0,0,2,16.0,4.0,30.0,1,0.0,0.0,0,0,0,1987-06-02,11147,2961,2,19,7641
198706020005,0,45,3,136,10.266667,-75.466667,2.0,0,1.0,0.0,1,0,0,4,24,National Liberation Army of Colombia (ELN),0.0,0,4,2.0,2.0,0.0,1,0.0,0.0,0,0,0,1987-06-02,11148,857,9,50,7354
198706020007,0,61,2,466,13.619026,-88.930144,1.0,0,0.0,0.0,1,0,2,14,39,Farabundo Marti National Liberation Front (FMLN),0.0,0,2,16.0,2.0,2.0,1,0.0,0.0,0,0,0,1987-06-02,11150,6015,13,107,11792
198706020008,0,145,2,220,11.966667,-85.166667,1.0,0,1.0,0.0,1,0,0,4,95,Nicaraguan Democratic Force (FDN),0.0,0,4,2.0,7.0,0.0,1,0.0,0.0,0,0,0,1987-06-02,11151,46,9,50,7354
