eventid,extended,enc_country,enc_region,enc_province,latitude,longitude,specificity,vicinity,doubtterr,multiple,success,suicide,enc_attacktype,enc_target,entity,enc_nationality,enc_group,motive,guncertain1,individual,nperpcap,claimed,enc_weapon_type,enc_weapon_subtype,killed,nkillus,nkillter,wounded,nwoundus,nwoundte,property,hostages/kidnapping,cross_border,ideological_international,INT_MISC,attack_date,unique_id,enc_city,enc_target_type,enc_target_subtype,enc_target_entity
200802020003,0,141,6,319,26.453406,87.278482,1.0,0,1.0,0.0,1,0,0,14,Vehicles coming from India into Nepal,65,Maoists,Unknown,0.0,0,0.0,0.0,5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,-9,-9,1,2008-02-02,9999,850,13,105,865
200802030002,0,186,6,1021,7.256096,80.169284,1.0,0,0.0,0.0,1,1,2,19,Sri Lankan civilians,134,Liberation Tigers of Tamil Eelam (LTTE),Unknown,1.0,0,0.0,0.0,2,13.0,8.0,0.0,1.0,100.0,0.0,0.0,1,0.0,0,0,0,2008-02-03,10000,221,18,103,7301
200802030005,0,186,6,1021,6.857087,79.873784,1.0,0,0.0,0.0,1,0,2,14,Dehiwala Zoo,134,Liberation Tigers of Tamil Eelam (LTTE),Unknown,1.0,0,0.0,0.0,2,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0,0.0,0,0,0,2008-02-03,10001,1524,13,42,11341
200802030006,0,6,10,158,36.513889,4.786667,1.0,0,0.0,0.0,1,0,2,3,National Gendarmerie,2,Algerian Islamic Extremists,It is suspected that this attack was part of a calculated campaign by Islamic extremists to destabilize Algeria by weakening security forces protecting the 'apostate' Algerian government.,,0,0.0,0.0,2,16.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0,0,0,2008-02-03,10002,3806,12,74,5041
200802040001,0,97,10,902,31.070501,35.030529,1.0,0,0.0,0.0,1,1,2,14,Public Dimona Shopping Center,71,Hamas (Islamic Resistance Movement),Unknown,0.0,0,0.0,1.0,2,13.0,3.0,0.0,2.0,11.0,0.0,0.0,0,0.0,1,0,0,2008-02-04,10004,1615,13,42,3596
200802040003,0,186,6,705,8.964041,80.787941,1.0,0,0.0,0.0,1,0,2,19,Sri Lankan civilians,134,Liberation Tigers of Tamil Eelam (LTTE),Unknown,1.0,0,0.0,0.0,2,16.0,12.0,0.0,0.0,,0.0,0.0,1,0.0,0,0,0,2008-02-04,10005,5827,18,8,7293
200802060002,0,97,10,902,31.348022,34.491093,1.0,0,0.0,0.0,1,0,2,14,Israeli Civilians,71,Hamas (Islamic Resistance Movement),Unknown,0.0,0,0.0,1.0,2,11.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0.0,1,0,0,2008-02-06,10008,667,13,83,5789
200802060004,0,6,10,961,36.744022,4.015914,1.0,0,0.0,0.0,1,0,0,3,Algerian Police,2,Algerian Islamic Extremists,Part of a campaign by Islamic extremists to destabilize Algeria by weakening security forces protecting the 'apostate' Algerian government.,,0,0.0,0.0,4,2.0,1.0,0.0,0.0,1.0,0.0,0.0,-9,0.0,0,0,0,2008-02-06,10009,955,12,74,2166
200802080001,0,4,6,363,33.542622,68.415329,1.0,0,1.0,0.0,1,1,2,4,Afghan National Army (ANA),0,Taliban,Unknown,0.0,0,0.0,0.0,2,15.0,3.0,0.0,1.0,5.0,0.0,0.0,-9,0.0,0,0,0,2008-02-08,10010,2015,9,46,2878
200802100002,0,4,6,470,31.631083,65.742226,1.0,0,0.0,0.0,1,0,2,2,Kandahar Government,0,Taliban,Unknown,1.0,0,0.0,0.0,2,16.0,0.0,0.0,0.0,3.0,0.0,0.0,-9,0.0,0,0,0,2008-02-10,10013,2582,6,28,5134
200802110002,0,95,10,97,33.303566,44.371773,1.0,0,0.0,0.0,1,0,2,2,Sunni tribal leadership,69,Al-Qaida in Iraq,Unknown,1.0,0,0.0,0.0,2,15.0,11.0,0.0,,20.0,0.0,,1,0.0,0,0,0,2008-02-11,10014,442,6,28,9006
200802110004,0,6,10,449,36.48994,5.5393,3.0,1,0.0,0.0,0,0,1,2,Mayor of Erraguene,2,Algerian Islamic Extremists,Part of a GSPC campaign to destabilize Algeria by targeting members of the government.,,0,0.0,0.0,2,11.0,0.0,0.0,0.0,0.0,0.0,0.0,-9,0.0,0,0,0,2008-02-11,10015,416,6,28,-1
200802150008,0,6,10,175,36.562222,3.594444,1.0,0,0.0,0.0,1,0,2,14,Indiscriminate Algerian citizens,2,Algerian Islamic Extremists,Part of a campaign by Islamic extremists to destabilize Algeria by attacking both civilians and state security forces.,,0,0.0,0.0,2,12.0,0.0,0.0,0.0,3.0,0.0,0.0,1,0.0,0,0,0,2008-02-15,10017,3075,13,83,2061
200802160004,0,6,10,961,36.73914,3.901676,1.0,1,1.0,0.0,1,0,2,4,People's National Army,2,Al-Qaida in the Islamic Maghreb (AQIM),Part of an AQLIM campaign to destabilize Algeria by weakening security forces protecting the 'apostate' Algerian government.,1.0,0,0.0,0.0,2,12.0,3.0,0.0,0.0,3.0,0.0,0.0,1,0.0,0,0,0,2008-02-16,10020,5322,9,49,2016
200802170002,0,4,6,470,31.631083,65.742226,1.0,0,0.0,0.0,1,1,2,17,Dogfight,0,Taliban,,0.0,0,7.0,1.0,2,13.0,101.0,0.0,1.0,100.0,0.0,0.0,0,0.0,0,0,0,2008-02-17,10021,2582,16,61,1793
200802180003,0,4,6,470,31.002735,66.405617,1.0,0,0.0,0.0,1,1,2,4,NATO,24,Taliban,,0.0,0,7.0,1.0,2,15.0,39.0,0.0,1.0,41.0,0.0,0.0,1,0.0,0,1,1,2008-02-18,10024,5223,9,58,6876
200802180098,0,97,10,902,31.5282,34.596382,1.0,0,0.0,0.0,1,0,2,14,Israel,71,Palestinian Islamic Jihad (PIJ),,0.0,0,0.0,1.0,2,11.0,0.0,0.0,0.0,,0.0,0.0,1,0.0,1,0,0,2008-02-18,10026,4948,13,104,11515
200802190005,0,4,6,470,31.631083,65.742226,1.0,0,0.0,0.0,1,0,2,14,Civilians,0,Taliban,Unknown,1.0,0,0.0,0.0,2,15.0,2.0,0.0,0.0,4.0,0.0,0.0,0,0.0,0,0,0,2008-02-19,10028,2582,13,104,3487
200802200003,0,4,6,405,32.073333,64.833889,1.0,0,0.0,0.0,1,0,2,14,Civilians,0,Taliban,,1.0,0,0.0,0.0,2,11.0,0.0,0.0,0.0,2.0,0.0,0.0,-9,0.0,0,0,0,2008-02-20,10030,4852,13,104,3490
200802200006,0,6,10,974,35.267697,7.750583,1.0,1,1.0,0.0,1,0,2,4,Algerian soldiers,2,Algerian Islamic Extremists,It is suspected that this attack was part of a calculated campaign by Islamic extremists to destabilize Algeria by weakening security forces protecting the 'apostate' Algerian government.,,0,0.0,0.0,2,16.0,0.0,0.0,0.0,1.0,0.0,0.0,-9,0.0,0,0,0,2008-02-20,10031,1293,9,52,6639
200802230003,0,4,6,1038,32.191878,67.189449,4.0,0,0.0,0.0,1,0,0,14,Afghani civilian truck driver and truck,0,Taliban,,0.0,0,0.0,1.0,4,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,2008-02-23,10046,5670,13,105,644
200802230006,0,185,8,226,43.258434,-2.921819,1.0,0,0.0,0.0,1,0,2,16,An emergency services center,133,Basque Fatherland and Freedom (ETA),,0.0,0,0.0,1.0,2,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,1,0,2008-02-23,10047,834,15,98,2680
200802240005,0,4,6,470,31.799835,65.062271,1.0,0,0.0,0.0,0,0,1,2,Government of Afghanistan,0,Taliban,,0.0,0,0.0,1.0,2,8.0,3.0,0.0,0.0,2.0,0.0,0.0,0,0.0,0,0,0,2008-02-24,10048,1960,6,28,2687
200802260008,0,4,6,498,33.566561,69.878354,3.0,0,0.0,0.0,1,0,2,3,Afghani Police,0,Taliban,,0.0,0,0.0,1.0,2,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,2008-02-26,10049,4702,12,74,804
200803010002,0,153,6,341,34.733517,71.519661,1.0,1,1.0,0.0,1,1,2,4,Military of Pakistan,108,Tehrik-i-Taliban Pakistan (TTP),Unknown,1.0,0,0.0,0.0,2,15.0,2.0,0.0,1.0,21.0,0.0,0.0,1,0.0,0,0,0,2008-03-01,10050,2748,9,52,11226
200803010004,0,4,6,470,31.631083,65.742226,1.0,1,0.0,1.0,1,0,3,16,Business in Afghanistan,0,Taliban,Intimidate telecommunications business working with Coalition Forces in Afghanistan,1.0,0,0.0,0.0,5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,2008-03-01,10051,2582,15,97,10678
200803010005,0,4,6,498,33.465833,70.091111,3.0,0,0.0,0.0,1,0,2,14,Citzenry in Khost Province,0,Taliban,Unknown,1.0,0,0.0,0.0,2,12.0,3.0,0.0,0.0,7.0,0.0,0.0,1,0.0,0,0,0,2008-03-01,10052,5453,13,104,10703
200803010007,0,160,5,916,6.050458,121.012245,1.0,1,0.0,0.0,1,0,2,1,Bar,113,Abu Sayyaf Group (ASG),Unknown,1.0,0,0.0,0.0,2,17.0,0.0,0.0,0.0,6.0,0.0,0.0,1,0.0,0,0,0,2008-03-01,10053,2484,2,90,6389
200803020002,0,4,6,406,34.348889,63.177778,3.0,0,0.0,0.0,1,0,2,2,Government of Afghanistan,0,Taliban,Assassinate member of government of Afghanistan,0.0,0,0.0,1.0,2,11.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0.0,0,0,0,2008-03-02,10055,2104,6,28,1787
200803020005,0,186,6,705,8.757816,80.487907,1.0,0,0.0,0.0,1,0,2,20,Sri Lankan civilians,134,Liberation Tigers of Tamil Eelam (LTTE),Unknown,0.0,0,0.0,0.0,2,16.0,0.0,0.0,0.0,10.0,0.0,0.0,1,0.0,0,0,0,2008-03-02,10057,5721,19,-1,7786
200803020008,0,97,10,902,31.5282,34.596382,1.0,0,0.0,1.0,1,0,2,14,State of Israel,71,Palestinian Islamic Jihad (PIJ),Attack population in Israel,0.0,0,0.0,0.0,2,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0,0,2008-03-02,10058,4948,13,106,3413
200803020009,0,97,10,902,31.5282,34.596382,1.0,0,0.0,1.0,1,0,2,14,State of Israel,71,Palestinian Islamic Jihad (PIJ),Attack population in Israel,0.0,0,0.0,0.0,2,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0,0,2008-03-02,10059,4948,13,106,3413
200803020011,0,6,10,961,36.680349,4.208192,1.0,1,1.0,0.0,1,0,0,1,Bank of Agriculture and Rural Development (BADR),2,Al-Qaida in the Islamic Maghreb (AQIM),It is suspected that this attack was carried out to raise funds and to divert Algerian forces that were targeting AQLIM in the mountains.,0.0,0,0.0,0.0,2,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,2008-03-02,10060,5560,2,6,2859
200803030010,0,6,10,449,36.772659,5.958971,2.0,0,0.0,0.0,1,0,2,21,Security guards protecting a utilities project,2,Al-Qaida in the Islamic Maghreb (AQIM),Part of an AQLIM to destabilize Algeria by sabotaging the nations energy sector.,0.0,0,0.0,0.0,2,16.0,1.0,0.0,0.0,7.0,0.0,0.0,-9,0.0,0,0,0,2008-03-03,10064,3047,20,18,11418
200803040002,0,97,10,902,31.5282,34.596382,1.0,0,0.0,0.0,0,0,2,14,Civilians,71,Palestinian Islamic Jihad (PIJ),To attack Israeli interests.,0.0,0,0.0,1.0,2,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0,0,2008-03-04,10065,4948,13,83,5847
200803050004,0,45,3,786,0.53636,-76.5875,3.0,0,0.0,0.0,1,0,2,21,Oil Pipeline,29,Revolutionary Armed Forces of Colombia (FARC),To attack the Colombian part of the TransAndean Oil Pipeline.,0.0,0,0.0,1.0,2,16.0,0.0,0.0,0.0,0.0,0.0,0.0,-9,0.0,0,0,0,2008-03-05,10066,4639,20,62,10730
200803050007,0,97,10,902,31.310932,34.402058,1.0,0,0.0,0.0,0,0,2,14,Civilians,71,Palestinian Islamic Jihad (PIJ),To attack Israeli interests.,0.0,0,0.0,1.0,2,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0,0,2008-03-05,10067,3955,13,83,5847
200803060001,0,97,10,902,31.348022,34.491093,1.0,0,0.0,0.0,1,0,2,4,Military,71,Palestinian Islamic Jihad (PIJ),To attack Israeli Defense Forces.,0.0,0,0.0,1.0,2,12.0,1.0,0.0,0.0,5.0,0.0,0.0,-9,0.0,1,0,0,2008-03-06,10068,1749,9,49,5820
200803060002,0,97,10,902,31.5282,34.596382,1.0,0,0.0,0.0,1,0,2,14,Civilians,71,Palestinian Islamic Jihad (PIJ),To attack Israeli civilians and interests.,1.0,0,0.0,-9.0,2,11.0,0.0,0.0,0.0,2.0,0.0,0.0,1,0.0,1,0,0,2008-03-06,10069,4948,13,83,5847
200803060005,0,95,10,97,33.303566,44.371773,1.0,0,0.0,0.0,1,1,2,14,Civilians,69,Al-Qaida in Iraq,To attack Shi'I civilians.,1.0,0,0.0,-9.0,2,13.0,56.0,0.0,1.0,130.0,0.0,0.0,1,0.0,0,0,0,2008-03-06,10070,442,13,88,8641
200803060006,0,97,10,447,31.771599,35.2034,1.0,0,0.0,0.0,1,1,0,8,Jewish center,71,Palestinian Islamic Jihad (PIJ),To attack Israeli interests and Jewish center.,0.0,0,0.0,1.0,4,2.0,9.0,0.0,1.0,10.0,0.0,0.0,-9,0.0,1,0,0,2008-03-06,10071,2462,3,92,6567
200803070001,0,92,6,78,27.206273,94.15188,3.0,0,0.0,0.0,1,0,2,14,Civilians,65,United Liberation Front of Assam (ULFA),To protest Indian government control by killing Indian civilians.,0.0,0,0.0,-9.0,2,16.0,0.0,0.0,0.0,5.0,0.0,0.0,-9,0.0,0,0,0,2008-03-07,10072,3077,13,104,4000
200803080005,0,4,6,498,33.279501,69.598588,2.0,1,1.0,0.0,1,0,1,4,Military Intelligence of Afghanistan,0,Taliban,To assassinate Habib Khan.,0.0,0,0.0,1.0,4,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,2008-03-08,10073,1731,9,49,3319
200803080008,0,92,6,78,26.149794,91.763931,1.0,0,0.0,0.0,1,0,2,14,Civilians,65,United Liberation Front of Assam (ULFA),To protest the Indian control of the Assom State.,1.0,0,0.0,-9.0,2,16.0,0.0,0.0,0.0,16.0,0.0,0.0,-9,0.0,0,0,0,2008-03-08,10075,2164,13,83,5466
200803090001,0,92,6,78,27.313847,95.049629,3.0,0,1.0,0.0,1,0,1,14,Laborers,65,United Liberation Front of Assam (ULFA),To spread fear and violence throughout the Assam state.,1.0,0,0.0,0.0,4,2.0,3.0,0.0,0.0,5.0,0.0,0.0,-9,0.0,0,0,0,2008-03-09,10077,1599,13,40,6583
200803100006,0,186,6,1021,6.884844,79.858188,1.0,0,0.0,0.0,0,0,2,14,Civilians,134,Liberation Tigers of Tamil Eelam (LTTE),To protest Sri Lankan government control.,1.0,0,0.0,-9.0,2,8.0,1.0,0.0,0.0,6.0,0.0,0.0,1,0.0,0,0,0,2008-03-10,10080,1385,13,83,8896
200803110006,0,4,6,406,34.341944,62.203056,4.0,0,0.0,0.0,1,0,2,16,Telecommunications,0,Taliban,To destroy all communication technology.,0.0,0,0.0,1.0,2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,2008-03-11,10083,400,15,97,3244
200803110012,0,92,6,78,27.491929,95.347833,1.0,0,0.0,0.0,1,1,2,1,Civilians,65,United Liberation Front of Assam (ULFA),To protest Indian control of the region.,1.0,0,0.0,-9.0,2,13.0,2.0,0.0,1.0,15.0,0.0,0.0,1,0.0,0,0,0,2008-03-11,10086,5536,2,-1,5466
200803120001,0,95,10,302,33.571807,44.536067,1.0,0,0.0,0.0,1,0,0,17,Sahwa Council,69,Al-Qaida in Iraq,To attack pro-U.S. tribal allies.,1.0,0,0.0,-9.0,4,2.0,5.0,0.0,0.0,1.0,0.0,0.0,-9,0.0,0,0,0,2008-03-12,10087,2737,16,61,2786
200803130003,0,95,10,510,35.271023,43.458084,1.0,0,0.0,0.0,1,1,2,17,Sahwa Council,69,Al-Qaida in Iraq,To attack pro-U.S. tribal allies.,1.0,0,0.0,-9.0,2,13.0,4.0,0.0,1.0,7.0,0.0,0.0,0,0.0,0,0,0,2008-03-13,10090,5908,16,61,2786
200803130005,0,95,10,828,34.621521,43.668377,1.0,0,0.0,0.0,1,0,0,17,Sahwa Council,69,Al-Qaida in Iraq,To attack pro-U.S. tribal allies.,1.0,0,0.0,-9.0,4,5.0,5.0,0.0,0.0,9.0,9.0,0.0,0,0.0,0,0,0,2008-03-13,10091,5516,16,61,2786
200803130008,0,4,6,528,34.824077,70.360692,3.0,0,0.0,0.0,1,0,3,16,Telecommunications,0,Taliban,To attack communications with Afghanistan.,0.0,0,0.0,1.0,9,,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,2008-03-13,10092,185,15,97,9129
200803130009,0,141,6,319,27.7424,86.730332,1.0,0,0.0,0.0,1,0,6,2,Political Party,100,Maoists,To attack CPN-UML political party.,0.0,0,0.0,0.0,6,21.0,0.0,0.0,0.0,22.0,0.0,0.0,0,1.0,-9,-9,0,2008-03-13,10093,1266,6,76,3130
200803130010,0,97,10,902,31.5282,34.596382,1.0,0,0.0,0.0,1,0,2,14,Civilians,71,Hamas (Islamic Resistance Movement),"To spread fear through Israel and retaliate for the death of Islamic Jihad commander, Mohammed Shehadeh.",1.0,0,0.0,1.0,2,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0,0,2008-03-13,10094,4948,13,83,5864
200803130011,0,4,6,461,34.516895,69.147011,1.0,0,0.0,0.0,1,1,2,4,Military,97,Taliban,To target coalition forces.,0.0,0,0.0,-9.0,2,13.0,7.0,0.0,1.0,18.0,0.0,0.0,0,0.0,0,1,1,2008-03-13,10095,2512,9,58,4157
200803140003,0,4,6,470,31.139357,65.76095,3.0,0,0.0,0.0,1,0,3,16,Telecommunications,0,Taliban,To attack telecommunications within Afghanistan.,0.0,0,0.0,1.0,5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,2008-03-14,10096,1461,15,97,9129
200803160002,0,92,6,78,26.948463,94.532214,1.0,0,0.0,0.0,1,0,2,1,Hotel,65,United Liberation Front of Assam (ULFA),Unknown,0.0,0,0.0,0.0,2,16.0,0.0,0.0,0.0,0.0,0.0,0.0,-9,0.0,0,0,0,2008-03-16,10098,1975,2,31,11193
200803160004,0,92,6,78,27.829312,95.219502,1.0,0,0.0,0.0,1,0,2,3,Assam Police,65,United Liberation Front of Assam (ULFA),Unknown,1.0,0,0.0,0.0,2,7.0,4.0,0.0,0.0,53.0,0.0,0.0,0,0.0,0,0,0,2008-03-15,10099,3774,12,74,2746
200803160007,0,186,6,705,8.738157,80.477147,3.0,0,1.0,0.0,1,0,2,4,Sri Lankan Military,134,Liberation Tigers of Tamil Eelam (LTTE),Unknown,1.0,0,0.0,0.0,2,17.0,1.0,0.0,0.0,4.0,0.0,0.0,-9,0.0,0,0,0,2008-03-16,10101,5722,9,49,379
200803160026,0,6,10,325,33.368418,6.867525,2.0,1,0.0,0.0,1,0,1,15,Moderate Salafists,2,Al-Qaida in the Islamic Maghreb (AQIM),To intimidate moderate Salafists in Algeria into supporting the extremist cause.,1.0,0,0.0,0.0,4,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,2008-03-16,10109,3578,14,70,1940
200803170001,0,4,6,405,31.825871,64.576431,1.0,0,1.0,0.0,1,1,2,4,North Atlantic Treaty Organization (NATO),97,Taliban,Unknown,0.0,0,0.0,1.0,2,15.0,7.0,0.0,1.0,4.0,0.0,0.0,-9,0.0,0,1,1,2008-03-17,10110,2002,9,58,10764
200803170002,0,4,6,470,31.544476,65.484566,1.0,0,1.0,0.0,1,0,2,4,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),67,Taliban,Unknown,0.0,0,0.0,0.0,2,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,1,2008-03-17,10111,4213,9,58,3158
200803170008,0,4,6,108,36.756178,66.724215,3.0,0,0.0,0.0,1,0,0,12,ZAWA,101,Taliban,Unknown,0.0,0,0.0,1.0,4,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,1,2008-03-17,10113,1187,10,35,9651
200803170011,0,167,9,282,43.248554,46.597836,1.0,0,0.0,0.0,1,0,0,14,fortune tellers and faith and folk medicine healers,120,Chechen Rebels,Unknown,1.0,0,0.0,0.0,4,5.0,1.0,0.0,0.0,0.0,0.0,0.0,-9,0.0,0,0,0,2008-03-17,10114,2762,13,40,-1
200803170020,0,4,6,498,33.259444,70.205278,1.0,1,0.0,0.0,1,0,0,3,Afghan Security,0,Taliban,Unknown,0.0,0,0.0,0.0,4,5.0,11.0,0.0,0.0,7.0,0.0,0.0,1,0.0,0,0,0,2008-03-17,10116,5912,12,72,3307
200803190002,0,4,6,470,31.631083,65.742226,1.0,0,0.0,0.0,1,0,3,16,Afghan Telecommunications,0,Taliban,Unknown,0.0,0,0.0,0.0,5,18.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0,0,0,2008-03-19,10123,2582,15,97,1165
200803190003,0,160,5,979,,,5.0,0,0.0,0.0,1,0,0,2,Paquibatao district chief,113,New People's Army (NPA),Unknown,1.0,0,0.0,0.0,4,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,2008-03-19,10124,5670,6,28,4374
200803190008,0,97,10,902,31.5282,34.596382,1.0,0,0.0,0.0,1,0,2,14,Israel,71,Al-Aqsa Martyrs Brigade,"retaliation for ""the massacres and assassinations of Palestinians",0.0,0,0.0,1.0,2,11.0,,0.0,0.0,,0.0,0.0,-9,0.0,1,0,0,2008-03-19,10126,4948,13,106,10695
200803190009,0,97,10,902,,,5.0,0,0.0,0.0,1,0,2,14,Israel,71,Hamas (Islamic Resistance Movement),Unknown,0.0,0,0.0,1.0,2,11.0,,0.0,0.0,,0.0,0.0,-9,0.0,1,0,0,2008-03-19,10127,5670,13,83,5906
200803190010,0,167,9,245,43.062805,45.651089,1.0,0,0.0,0.0,1,0,3,20,Afghani civilians,120,Chechen Rebels,Unknown,0.0,0,0.0,1.0,4,5.0,6.0,0.0,0.0,8.0,0.0,0.0,1,0.0,0,0,0,2008-03-19,10128,193,19,-1,-1
200803190012,0,4,6,676,32.164997,63.425297,1.0,1,0.0,0.0,1,0,0,14,Former district chief of Delaram District,0,Taliban,Unknown,0.0,0,0.0,1.0,4,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,2008-03-19,10129,1526,13,104,-1
200803200001,0,153,6,341,32.306099,69.579956,1.0,0,1.0,0.0,1,1,2,4,Pakistani Military,108,Tehrik-i-Taliban Pakistan (TTP),retaliation for a missile strike earlier in the week that killed at least 18 suspected insurgents loyal to a pro-Taliban commander,0.0,0,0.0,1.0,2,15.0,6.0,0.0,1.0,11.0,0.0,0.0,-9,0.0,0,0,0,2008-03-20,10136,5804,9,46,11355
200803200002,0,4,6,108,36.70993,67.1157,1.0,0,0.0,0.0,1,0,2,14,Afghan civilians celebrating Afghan New Year,0,Taliban,Unknown,1.0,0,0.0,0.0,2,16.0,0.0,0.0,0.0,4.0,0.0,0.0,-9,0.0,0,0,0,2008-03-20,10137,3541,13,44,-1
200803200004,0,97,10,902,31.670149,34.575153,1.0,0,0.0,0.0,1,0,2,14,Israel,71,Palestinian Islamic Jihad (PIJ),Retaliation for the Israeli assassinations of Al-Quds Brigades resistance fighters in the West Bank and the Gaza Strip,0.0,0,0.0,1.0,2,11.0,,0.0,0.0,,0.0,0.0,-9,0.0,1,0,0,2008-03-20,10138,343,13,106,9786
200803200005,0,97,10,902,31.5282,34.596382,1.0,0,0.0,0.0,1,0,2,14,Israel,71,Palestinian Islamic Jihad (PIJ),Retaliation for the Israeli assassinations of Al-Quds Brigades resistance fighters in the West Bank and the Gaza Strip,0.0,0,0.0,1.0,2,11.0,,0.0,0.0,,0.0,0.0,-9,0.0,1,0,0,2008-03-20,10139,4948,13,106,9616
200803210001,0,185,8,527,42.303719,-1.965034,1.0,0,0.0,0.0,1,0,2,3,The Spanish Civil Guard,133,Basque Fatherland and Freedom (ETA),Unknown,0.0,0,0.0,1.0,2,15.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0,1,0,2008-03-21,10142,1090,12,71,2876
200803210003,0,4,6,445,36.896969,65.665857,4.0,0,0.0,0.0,1,0,0,2,Jowzjan Province local government,0,Taliban,Unknown,1.0,0,0.0,0.0,6,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,2008-03-21,10143,5670,6,28,6046
200803210006,0,97,10,1014,31.530243,35.094162,1.0,1,0.0,0.0,1,0,0,14,Israeli Car,71,Al-Aqsa Martyrs Brigade,The attack was a response to the Israeli occupation crimes against Palestinian people in the West Bank and Gaza Strip,0.0,0,0.0,1.0,4,5.0,0.0,0.0,0.0,1.0,0.0,0.0,-9,0.0,1,0,0,2008-03-21,10144,2251,13,105,-1
200803220001,0,186,6,705,8.885503,80.276733,4.0,0,1.0,0.0,1,1,2,4,Sri Lankan Navy,134,Liberation Tigers of Tamil Eelam (LTTE),Unknown,0.0,0,0.0,1.0,2,13.0,3.0,0.0,3.0,10.0,0.0,0.0,1,0.0,0,0,0,2008-03-22,10145,5670,9,48,8877
200803220006,0,97,10,902,31.670149,34.575153,1.0,0,0.0,0.0,1,0,2,14,Israel,71,Palestinian Islamic Jihad (PIJ),"retaliation for the occupation's crimes against the Palestinian people, and in confirmation of its choice in resistance and jihad for the liberation of the entire land of Palestine",0.0,0,0.0,1.0,2,11.0,,0.0,0.0,,0.0,0.0,-9,0.0,1,0,0,2008-03-22,10146,343,13,106,9786
200803220008,0,186,6,705,8.980118,79.912462,3.0,0,1.0,0.0,1,0,2,4,Sri Lankan Military,134,Liberation Tigers of Tamil Eelam (LTTE),Unknown,0.0,0,0.0,0.0,2,8.0,2.0,0.0,0.0,6.0,0.0,0.0,-9,0.0,0,0,0,2008-03-22,10148,3440,9,51,3082
200803240005,0,4,6,335,33.486667,60.8825,1.0,0,0.0,0.0,1,0,0,3,Afghan Border Police,0,Taliban,Unknown,0.0,0,0.0,1.0,4,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,2008-03-24,10153,2546,12,73,7337
200803240006,0,97,10,902,31.5282,34.596382,1.0,0,0.0,0.0,1,0,2,14,Israel,71,Palestinian Islamic Jihad (PIJ),Retaliation against the continuous Israeli crimes against the Palestinian people in the West Bank and Gaza Strip,0.0,0,0.0,1.0,2,11.0,,0.0,0.0,,0.0,0.0,-9,0.0,1,0,0,2008-03-24,10154,4948,13,106,9616
200803250002,0,153,6,341,33.006516,70.068253,1.0,0,0.0,0.0,1,0,0,14,Abdullah Jan,0,Taliban,He met his fate because he was spying for the Americans,0.0,0,0.0,1.0,4,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0,-9.0,1,0,1,2008-03-25,10156,3636,13,104,-1
200803260001,0,4,6,405,31.825871,64.576431,1.0,0,0.0,0.0,1,0,2,14,Afghan Civilians in a Farmer's Market,0,Taliban,Unknown,0.0,0,0.0,1.0,2,15.0,8.0,0.0,0.0,17.0,0.0,0.0,-9,0.0,0,0,0,2008-03-26,10157,2002,13,42,-1
200803260002,0,4,6,523,36.694511,68.801575,3.0,0,1.0,0.0,1,0,2,4,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),67,Taliban,Unknown,0.0,0,0.0,1.0,2,17.0,0.0,0.0,0.0,3.0,0.0,0.0,1,0.0,0,1,1,2008-03-26,10158,1189,9,58,5058
